trial_id,epoch,time_completed,log_loss,accuracy,auc,precision,recall,f1,base_lr,categorical_strat,max_depth,gamma,min_child_weight,subsample,colsample_bytree,max_bin
82517fe0-7a14-422a-bc61-7f4670cb0530,1,2019-04-25 13:22:52,0.6931087754035472,0.7924741830527656,0.670689301176329,0.6974956499907595,0.5534656806695718,0.5481690849993315,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,2,2019-04-25 13:23:06,0.6930706330262413,0.7920497948790494,0.6946474021997318,0.7284368219034273,0.5345091313290075,0.5125091057710603,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,3,2019-04-25 13:23:19,0.6930326681222078,0.7921912576036214,0.7004554159630995,0.7565376270412241,0.5291592474987227,0.5010100303395921,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,4,2019-04-25 13:23:33,0.6929944185088186,0.7924741830527656,0.7065738252934923,0.7586420814701981,0.5298128422699645,0.5022059673804554,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,5,2019-04-25 13:23:47,0.6929564898279503,0.7930400339510539,0.7084423936271265,0.7710310974372122,0.5299373898924679,0.5020139838387253,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,6,2019-04-25 13:24:00,0.6929193980657729,0.7940302730230584,0.7097622090299681,0.7894110213176361,0.5308058012878378,0.5031031000102348,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,7,2019-04-25 13:24:13,0.6928823692894063,0.7928985712264818,0.7144949596857458,0.7912141965265429,0.5272453086668861,0.4961564032487419,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,8,2019-04-25 13:24:26,0.6928448508004688,0.7923327203281936,0.7138706875901952,0.7846843621018913,0.5261746475083985,0.4942453692367916,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,9,2019-04-25 13:24:40,0.6928074749444596,0.7917668694299053,0.7169958240261862,0.7968540859983747,0.5234482876619384,0.4885319441429709,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,10,2019-04-25 13:24:53,0.6927711069794689,0.7910595558070448,0.7169477395580005,0.8050007070940504,0.5208681871978496,0.4831953947034634,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,11,2019-04-25 13:25:07,0.6927344122639908,0.789503465836752,0.7167636025945553,0.8037075019796711,0.5165638308040313,0.4745139039593882,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,12,2019-04-25 13:25:20,0.6926978154168268,0.7892205403876079,0.7185567107627789,0.7960603464316158,0.5161467644167855,0.4738076054432046,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,13,2019-04-25 13:25:33,0.6926609862557326,0.7889376149384637,0.7190501223056472,0.8081020465377067,0.5147835844935555,0.470784469176192,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,14,2019-04-25 13:25:46,0.6926244033885518,0.7886546894893196,0.7188223848244238,0.7942787844200314,0.5146030464903057,0.4706572798190796,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,15,2019-04-25 13:26:00,0.6925871673829654,0.7880888385910313,0.7201860367424338,0.7774694440481287,0.5137689137158142,0.4692400302335885,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,16,2019-04-25 13:26:13,0.6925502478072997,0.787522987692743,0.7223144382023134,0.7784446563839467,0.5119886674053384,0.4654724080116023,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,17,2019-04-25 13:26:27,0.6925118902748487,0.7879473758664592,0.7248189605022969,0.7901830855618425,0.5127325311782052,0.4668345697125949,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,18,2019-04-25 13:26:41,0.692474344121059,0.7890790776630358,0.7246591902693555,0.8096194298701613,0.5151103818791765,0.471429880331655,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,19,2019-04-25 13:26:54,0.6924365840178768,0.7890790776630358,0.7253007491737141,0.8042424582678345,0.5153469102631725,0.4720101820047883,0.0001,top50_perc,9,5,3,1.0,0.3,256
82517fe0-7a14-422a-bc61-7f4670cb0530,20,2019-04-25 13:27:07,0.6923982452041004,0.7892205403876079,0.7269324351272675,0.8007539257673091,0.5159102360327895,0.4732313898740174,0.0001,top50_perc,9,5,3,1.0,0.3,256
61b29d37-b145-4f61-a003-9aea558c89c9,1,2019-04-25 13:27:41,0.6597902340486947,0.7903522421841844,0.6103349156958324,0.7758052856902493,0.5208898989577175,0.4839523781938896,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,2,2019-04-25 13:27:55,0.6323925593412315,0.789503465836752,0.6246322275675631,0.8086378033547466,0.5163273024200352,0.47393846183391797,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,3,2019-04-25 13:28:08,0.609973784703179,0.789503465836752,0.6542094854430911,0.8086378033547466,0.5163273024200352,0.47393846183391797,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,4,2019-04-25 13:28:22,0.5916072951126746,0.7892205403876079,0.6481966849446645,0.8057530027576111,0.5156737076487934,0.4726536997116941,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,5,2019-04-25 13:28:35,0.5761661194965785,0.7882303013156033,0.650862865456708,0.7940690048474479,0.513386125949447,0.4681330716123258,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,6,2019-04-25 13:28:48,0.5630253125938605,0.7876644504173149,0.6606562261421389,0.8294962979173506,0.5106597661029869,0.4619594548100857,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,7,2019-04-25 13:29:01,0.5509198274727437,0.787522987692743,0.6783901320051401,0.8102912575304777,0.5108060254853581,0.4625001873061887,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,8,2019-04-25 13:29:15,0.5414519157001905,0.7887961522138917,0.683180879019478,0.8255019306098045,0.5137472019559464,0.4683815740766066,0.1,all_binary,3,1,3,0.8,0.8,512
61b29d37-b145-4f61-a003-9aea558c89c9,9,2019-04-25 13:29:28,0.5326671560037624,0.7879473758664592,0.6928894576425986,0.8327352610464067,0.5113133608742287,0.4632750127046592,0.1,all_binary,3,1,3,0.8,0.8,512
